timestamp,text
03:21,"Pep’s notes literally shredded by now."
03:22,"Inter building from back, slow tempo."
03:23,"Bro behind me spilled beer already."
03:24,"Minute 3:24. Anxiety > enjoyment rn."
03:25,"City pass count climbing like crypto chart."
03:26,"Ederson playing as extra midfielder again."
03:27,"First heavy tackle, crowd roars."
03:28,"Ref gestures 'play on'. War continues."
03:29,"Pep already rotating positions nonstop."
03:30,"3:30 minutes. Still 0-0. Everyone sweating."
03:31,"Random seagull flying over stadium? Istanbul magic."
03:32,"City patient buildup, Inter not cracking yet."
03:33,"My grandma asking if Messi plays. Again."
03:34,"Barella claps teammates, hyping them up."
03:35,"Minute 3:35. Still cagey, no breakthrough."
03:36,"Crowd chants drowning commentators now."
03:37,"Haaland barely touched ball so far."
03:38,"Pep furious at linesman already."
03:39,"Ball pinging like pinball midfield."
03:40,"3:40. Not one clear chance yet."
03:41,"Ederson long kick, wasted possession."
03:42,"Walker overlap again, Inter solid."
03:43,"Fans whistling nonstop, insane energy."
03:44,"Minute 3:44. My legs shaking."
03:45,"Random fan with drum on big screen."
03:46,"First City corner? No, deflected throw."
03:47,"Barella nearly steals it midfield."
03:48,"De Bruyne body feint, silky."
03:49,"Pep losing voice already lol."
03:50,"Still 0-0 but tactical battle."
03:51,"My mate already shouting 'boring'."
03:52,"Camera shows Lukaku chewing gum."
03:53,"Minute 3:53. Tension unbearable."
03:54,"City trying through middle. Blocked."
03:55,"Ball with Inter defense now."
03:56,"Pep gesturing wild hand signals."
03:57,"Ref sprinting faster than players."
03:58,"Stadium atmosphere insane still."
03:59,"Minute 3:59. Still nothing clear."
04:00,"Four minutes gone. Tactical war."
04:01,"Dimarco diagonal ball cut out."
04:02,"Walker clears calmly."
04:03,"Pep furious at missed chance pass."
04:04,"First half-chance brewing. Inter blocks."
04:05,"Minute 4:05. My heart not okay."
04:06,"Ederson quick restart, City move fast."
04:07,"De Bruyne driving forward, looks dangerous."
04:08,"Shot attempt blocked by Bastoni!"
04:09,"Crowd roar massive."
04:10,"Minute 4:10. First shot vibe."
04:11,"Onana calm save. First test."
04:12,"My stream froze. Kill me."
04:13,"Fans chanting louder after save."
04:14,"Pep clapping players for tempo."
04:15,"Minute 4:15. Still 0-0 but heating."
04:16,"Random guy shouting goal when not."
04:17,"Inter break attempt stopped instantly."
04:18,"Walker speed insane. Track back beast."
04:19,"Minute 4:19. Still tactical."
04:20,"City corner finally!"
04:21,"Crowd stands up, tension high."
04:22,"De Bruyne swings it in. Cleared!"
04:23,"Inter hold on. Huge defending."
04:24,"Minute 4:24. Inter ultras louder."
04:25,"Pep furious at corner routine."
04:26,"Second ball recycled by City."
04:27,"Cross again. Cleared once more."
04:28,"Minute 4:28. Still tense."
04:29,"Fans biting nails now."
04:30,"4:30 minutes. City momentum."
04:31,"Haaland nearly through! Offside flag up."
04:32,"Crowd groans massively."
04:33,"Pep pacing wild on sideline."
04:34,"Inter calm buildup again."
04:35,"Minute 4:35. Still chess match."
04:36,"Random Turkish fan draped in both scarves."
04:37,"City pressing higher again."
04:38,"Ederson shouting instructions loud."
04:39,"Minute 4:39. Still 0-0."
04:40,"De Bruyne dictating tempo non-stop."
04:41,"Random pub guy shouting 'sub Haaland' already."
04:42,"Pep frustrated but clapping again."
04:43,"Inter foul finally. Free kick City."
04:44,"Crowd roar huge at decision."
04:45,"Minute 4:45. De Bruyne over ball."
04:46,"Delivery in… Onana punches clear."
04:47,"Fans cheer like goal. Energy crazy."
04:48,"Rebound shot blocked instantly."
04:49,"Minute 4:49. Still tight game."
04:50,"Pep pointing aggressively at midfield."
04:51,"Ball recycled City again."
04:52,"Inter defense holding strong."
04:53,"Minute 4:53. Feels like 50 minutes."
04:54,"Fans non-stop noise."
04:55,"Ederson way off line again."
04:56,"Inter nearly press him into mistake."
04:57,"Minute 4:57. Stadium shaking."
04:58,"Ref sprinting again. Fitness A+."
04:59,"Everyone screaming every touch."
05:00,"5:00 minutes. Still 0-0. War continues."
05:01,"Inter back on ball, crowd whistles loud."
05:02,"Dimarco calm touch under pressure."
05:03,"Minute 5:03. Still cagey, still tense."
05:04,"Random fan in sombrero on screen 💀"
05:05,"City recover, reset possession."
05:06,"Pep gesturing wildly again."
05:07,"Ball down left to Grealish, crowd roar."
05:08,"Cross blocked by Darmian. Throw-in."
05:09,"Minute 5:09. Pep claps."
05:10,"City slowly suffocating Inter again."
05:11,"Walker switches play to De Bruyne."
05:12,"Shot attempt skied way over bar."
05:13,"Random tweet: 'That went to Mars.'"
05:14,"Minute 5:14. Still 0-0."
05:15,"Onana goal kick. Inter regroup."
05:16,"Martínez chases long ball, nearly through."
05:17,"Ederson rushes out, clears fast."
05:18,"Crowd gasps massive. Close moment."
05:19,"Minute 5:19. Tension insane."
05:20,"Pep screaming at defense line."
05:21,"City regain, calm tempo."
05:22,"De Bruyne dropping deep again."
05:23,"Inter press making City uncomfortable."
05:24,"Minute 5:24. Chess battle continues."
05:25,"Random fan with popcorn dancing."
05:26,"City pass triangle midfield again."
05:27,"Rodri calm as always."
05:28,"Minute 5:28. Still nothing clear."
05:29,"Haaland hardly touched ball so far."
05:30,"5:30. Still 0-0. War of nerves."
05:31,"Dimarco intercepts, starts break."
05:32,"Cross into Lautaro, blocked Stones."
05:33,"Crowd roar. First Inter chance vibe."
05:34,"Minute 5:34. Still tense."
05:35,"Pep furious at midfield shape."
05:36,"Ederson resets from back."
05:37,"City patient again."
05:38,"Commentator mentions 'cat-and-mouse'."
05:39,"Minute 5:39. Energy never drops."
05:40,"Walker overlap, blocked once more."
05:41,"Fans shouting louder each tackle."
05:42,"Pep pacing sideline fast."
05:43,"Inter fouled. Free kick midfield."
05:44,"Minute 5:44. Crowd whistles decision."
05:45,"Onana taking his time."
05:46,"Ball pumped forward. Cleared."
05:47,"Minute 5:47. Still 0-0."
05:48,"My beer warm already from nerves."
05:49,"City regain and recycle ball."
05:50,"6:00 minutes in. Still nothing big."
06:01,"De Bruyne spreads wide, Grealish crosses."
06:02,"Header cleared by Acerbi."
06:03,"Crowd cheer defending."
06:04,"Minute 6:04. Inter holding strong."
06:05,"Pep shouting tactical words nonstop."
06:06,"Ederson almost pressed again."
06:07,"Clearance saved by Stones calm."
06:08,"Minute 6:08. No breakthrough yet."
06:09,"Random chant wave in stadium."
06:10,"Gundogan ball to Haaland, blocked again."
06:11,"Crowd roars at half chance."
06:12,"Pep clapping intensity again."
06:13,"Minute 6:13. Still 0-0."
06:14,"Random laser pointer in stands again spotted."
06:15,"City patient as chess players."
06:16,"Rodri long ball. Overhit."
06:17,"Crowd whistles mocking pass."
06:18,"Minute 6:18. Still tight."
06:19,"Inter slow buildup, calm tempo."
06:20,"City pressing hard again."
06:21,"Ball nearly stolen midfield."
06:22,"Minute 6:22. My hands sweating."
06:23,"Onana calm distribution wide."
06:24,"Walker intercepts instantly."
06:25,"City possession restored."
06:26,"Pep shouting at Grealish again."
06:27,"Minute 6:27. Stadium volume insane."
06:28,"Random child waving City flag huge."
06:29,"Ball switched wide once more."
06:30,"6:30 gone. Still 0-0, pure tension."
06:31,"De Bruyne tries through ball, intercepted."
06:32,"Crowd roar Inter defending."
06:33,"Pep rubbing head again."
06:34,"Minute 6:34. Still waiting first big chance."
06:35,"City attack left again. Blocked."
06:36,"Fans chanting nonstop."
06:37,"Inter players clapping each other."
06:38,"Minute 6:38. Energy not dropping."
06:39,"My stream freezing again. Pain."
06:40,"Lautaro presses Stones hard."
06:41,"Ederson forced long again."
06:42,"Minute 6:42. City unsettled."
06:43,"Inter calm in midfield now."
06:44,"Random guy yelling 'shoot!' every touch."
06:45,"Pep gesturing arms wild."
06:46,"City regain tempo fast."
06:47,"Minute 6:47. Crowd buzzing."
06:48,"Ball whipped in. Cleared!"
06:49,"Onana calm collection again."
06:50,"7:00 gone. Still no goals."
07:01,"Random streaker rumor trending already??"
07:02,"City recycling, slow possession."
07:03,"Pep pacing sideline like treadmill."
07:04,"Minute 7:04. Still tactical, no breakthrough."
07:05,"Fans clapping every tackle now."
07:06,"City probing again through middle."
07:07,"Ball lost. Inter break attempt!"
07:08,"Stones covers well. Crisis averted."
07:09,"Minute 7:09. Still 0-0."
07:10,"Pep screaming lungs out."
07:11,"Onana slowing tempo again."
07:12,"Crowd whistling delay."
07:13,"Minute 7:13. Still cagey."
07:14,"City regain ball midfield."
07:15,"Random seagull cam again overhead."
07:16,"De Bruyne ball wide to Walker."
07:17,"Cross blocked out. Throw City."
07:18,"Minute 7:18. Tension rising."
07:19,"Pep furious again at wasted chance."
07:20,"City still probing left side."
07:21,"Fans louder. Insane noise."
07:22,"Inter holding with blocks."
07:23,"Minute 7:23. Still 0-0."
07:24,"Pep looks nervous already."
07:25,"Ball to Grealish, crosses in!"
07:26,"Header wide. Half chance City!"
07:27,"Crowd gasp massive."
07:28,"Minute 7:28. Still no breakthrough."
07:29,"My nails gone already."
07:30,"7:30 minutes in. Still 0-0. Nerves everywhere."
07:31,"Onana goal kick, Inter regroup slowly."
07:32,"Pep pointing wildly at midfielders again."
07:33,"Minute 7:33. Still 0-0, but heat rising."
07:34,"Walker intercepts Barella pass. Crowd roars."
07:35,"City possession again, high line."
07:36,"Inter compact block, standing firm."
07:37,"My stream 20 sec behind, spoilers kill me."
07:38,"Minute 7:38. Still chess match tempo."
07:39,"De Bruyne ball forward, too heavy."
07:40,"Pep claps like maniac."
07:41,"Fans chanting 'City, City!' nonstop."
07:42,"Inter pressing but losing shape slightly."
07:43,"Minute 7:43. Pressure mounting."
07:44,"Random fan with trumpet making noise."
07:45,"Rodri switches play right."
07:46,"Walker overlap blocked again."
07:47,"Minute 7:47. Game still tight."
07:48,"Crowd whistles Inter possession."
07:49,"Onana calm distribution, confidence high."
07:50,"8:00 minutes in. Still 0-0."
08:01,"Pep chewing gum faster now."
08:02,"City passing calmly at back."
08:03,"Inter pressing triggers nervous clearance."
08:04,"Minute 8:04. Fans louder."
08:05,"My mate shouting 'fraudball' already."
08:06,"Ball thrown in, City recycle."
08:07,"Haaland finally touches ball, fouled?"
08:08,"Ref waves play on. Crowd split."
08:09,"Minute 8:09. Still cagey."
08:10,"De Bruyne picks it up, foul now given."
08:11,"Crowd cheers foul decision."
08:12,"Free kick City, middle third."
08:13,"Ball swung in, cleared instantly."
08:14,"Minute 8:14. Still no danger."
08:15,"Onana yelling at defense loudly."
08:16,"City pushing more bodies up."
08:17,"Inter compact in box."
08:18,"Minute 8:18. My hands sweaty."
08:19,"Shot attempt deflected wide! Corner City."
08:20,"Crowd stands up, noise huge."
08:21,"Corner swung in. Header blocked."
08:22,"Scramble in box, Inter clear!"
08:23,"Minute 8:23. Fans scream wild."
08:24,"Pep clapping like crazy."
08:25,"Ball back with City again."
08:26,"Random chant wave continues in stadium."
08:27,"Minute 8:27. Still tense."
08:28,"Grealish tries dribble, tackled clean."
08:29,"Fans clap defending loud."
08:30,"8:30. Still 0-0, game heating."
08:31,"Rodri long-range effort! Blocked instantly."
08:32,"Crowd groans disappointment."
08:33,"Minute 8:33. Still level."
08:34,"Onana with slow restart again."
08:35,"Inter attack attempt fizzles out."
08:36,"Pep furious at backline spacing."
08:37,"Minute 8:37. Pressure rises."
08:38,"Random fan waving giant Italian flag."
08:39,"City regroup possession calmly."
08:40,"9:00 gone. Still deadlock."
09:01,"De Bruyne sneaks into space, blocked shot."
09:02,"Onana collects safely."
09:03,"Fans cheering goalkeeper loud."
09:04,"Minute 9:04. Still 0-0."
09:05,"City relentless pressure nonstop."
09:06,"Inter look dangerous on break."
09:07,"Ball to Lautaro! Offside flag up."
09:08,"Crowd groans, tension builds."
09:09,"Minute 9:09. Almost first scare."
09:10,"Pep screaming instructions furiously."
09:11,"City recycle quickly again."
09:12,"Fans buzzing with every pass."
09:13,"Minute 9:13. Still 0-0."
09:14,"De Bruyne cross, headed away."
09:15,"Rodri collects rebound. Shoots wide!"
09:16,"Crowd groans massive again."
09:17,"Minute 9:17. Inter hanging on."
09:18,"Onana goal kick again."
09:19,"Pep pacing non-stop on sideline."
09:20,"9:20. Still tense stalemate."
09:21,"Ball back with Inter defense."
09:22,"Barella clipped, foul given."
09:23,"Minute 9:23. Free kick Inter."
09:24,"Ball sent forward, intercepted."
09:25,"City instantly back in control."
09:26,"Random fan caught yawning on cam."
09:27,"Minute 9:27. Still 0-0."
09:28,"Crowd noise relentless."
09:29,"De Bruyne drives forward, blocked."
09:30,"9:30. Still 0-0, still war."
09:31,"Walker wins ball, fast break City!"
09:32,"Pass to Haaland! Blocked last second!"
09:33,"Crowd roar deafening!"
09:34,"Minute 9:34. Inter escaping barely."
09:35,"Pep screaming 'again!' on touchline."
09:36,"City corner incoming again."
09:37,"Ball swung near post, cleared."
09:38,"Inter hanging on for life."
09:39,"Minute 9:39. Crowd intense."
09:40,"Rodri collects rebound, shot blocked."
09:41,"Fans shouting 'shoot' louder."
09:42,"De Bruyne wide pass out of play."
09:43,"Minute 9:43. Pep furious again."
09:44,"Onana resets calmly."
09:45,"Inter passing risky at back."
09:46,"City pressing triggers turnover."
09:47,"Minute 9:47. Chance brewing."
09:48,"Ball slipped to Grealish, cross blocked."
09:49,"Crowd groans frustration."
09:50,"10:00 minutes. Still 0-0, intensity insane."
10:01,"City recycle possession calmly, Pep clapping furiously."
10:02,"Inter back on the ball, passing short at the back."
10:03,"Minute 10:03. Still 0-0, tension high."
10:04,"Random fan with neon wig spotted in stands."
10:05,"Walker makes a run down right, cross blocked."
10:06,"De Bruyne picks up loose ball, looking dangerous."
10:07,"Minute 10:07. Inter holding tight."
10:08,"Barella intercepts, starts quick counter."
10:09,"Ederson rushes out to clear pressure."
10:10,"Minute 10:10. Still no goal, hearts racing."
10:11,"Crowd chanting deafening, waves of noise."
10:12,"Grealish dribbles into space, tackled immediately."
10:13,"Minute 10:13. Pep pacing non-stop."
10:14,"City passing through midfield, tempo high."
10:15,"Random fan eating spaghetti on camera."
10:16,"Dimarco intercepts cross-field pass."
10:17,"Minute 10:17. Still 0-0, game intense."
10:18,"Haaland makes a diagonal run, offside flag."
10:19,"Crowd groans, tension rising."
10:20,"City continues possession, waiting for chance."
10:21,"Minute 10:21. Fans sweating."
10:22,"De Bruyne tries a through ball, blocked by Bastoni."
10:23,"Pep gesturing wildly, shouting instructions."
10:24,"Minute 10:24. Still 0-0."
10:25,"City corner incoming. Crowd on feet."
10:26,"Ball whipped in, cleared by Inter defenders."
10:27,"Minute 10:27. Close but nothing yet."
10:28,"Rodri collects rebound, looking for shot."
10:29,"Minute 10:29. Inter defense holding."
10:30,"10:30 gone. Still 0-0, tactical chess continues."
10:31,"Gundogan moves into space, passes sideways."
10:32,"Crowd reaction every touch intense."
10:33,"Minute 10:33. Pep frustrated again."
10:34,"Inter regain possession through midfield."
10:35,"Minute 10:35. Fans still buzzing."
10:36,"Barella carries ball forward, press high."
10:37,"De Bruyne intercepts, City back in control."
10:38,"Minute 10:38. Still tight."
10:39,"Random fan wearing full armor spotted on cam."
10:40,"City building patiently from back."
10:41,"Minute 10:41. 0-0 still, nerves on edge."
10:42,"Haaland receives ball near box, blocked immediately."
10:43,"Crowd reaction massive."
10:44,"Minute 10:44. Pep furious at wasted chance."
10:45,"Corner City again, ball whipped in."
10:46,"Header blocked, cleared for throw-in."
10:47,"Minute 10:47. Close, but Inter survives."
10:48,"Walker drives forward, cross cut out."
10:49,"Minute 10:49. Crowd roaring."
10:50,"11:00 minutes in. Still 0-0."
11:01,"Grealish tries dribble, Bastoni tackles clean."
11:02,"Minute 11:02. Pep pacing again."
11:03,"City recycling ball through midfield."
11:04,"De Bruyne switches play wide."
11:05,"Minute 11:05. Fans buzzing for every touch."
11:06,"Inter pass intercepted, City regain."
11:07,"Minute 11:07. Pressure mounting."
11:08,"Dimarco tackles hard, crowd gasps."
11:09,"Minute 11:09. Still 0-0."
11:10,"Ederson calm at back, recycles possession."
11:11,"City building patiently again."
11:12,"Minute 11:12. Crowd insane."
11:13,"Haaland offside again on counter."
11:14,"Minute 11:14. Close chance, nothing concrete."
11:15,"Rodri ball into box, cleared immediately."
11:16,"Minute 11:16. Pep furious, shouting instructions."
11:17,"De Bruyne looks to Grealish, pass blocked."
11:18,"Minute 11:18. Crowd chanting nonstop."
11:19,"Corner City again. Ball swung near post."
11:20,"Minute 11:20. Header cleared! Inter survives."
11:21,"City retain ball, recycle patiently."
11:22,"Minute 11:22. Tactical chess continues."
11:23,"Gundogan tries long ball, intercepted."
11:24,"Minute 11:24. Fans in frenzy every touch."
11:25,"De Bruyne picks loose ball, shoots wide."
11:26,"Minute 11:26. Still 0-0."
11:27,"Inter back possession, calm build-up."
11:28,"Minute 11:28. Crowd noise intense."
11:29,"Barella back to goalkeeper, slow tempo."
11:30,"11:30 minutes gone. Still 0-0."
11:31,"Random fan in inflatable dinosaur costume spotted."
11:32,"City pressing again, quick passes."
11:33,"Minute 11:33. Pep shouting instructions."
11:34,"Haaland makes another run, blocked."
11:35,"Minute 11:35. Fans roaring."
11:36,"City corner again, ball whipped in."
11:37,"Minute 11:37. Cleared instantly."
11:38,"De Bruyne collects rebound, passes wide."
11:39,"Minute 11:39. Inter holding well."
11:40,"12:00 minutes gone. Still 0-0."
12:01,"Walker drives forward, crosses blocked."
12:02,"Minute 12:02. Crowd reaction huge."
12:03,"Haaland backheel attempt blocked."
12:04,"Minute 12:04. Pep furious again."
12:05,"City recycle ball, patient build-up."
12:06,"Minute 12:06. Tension rises."
12:07,"Random fan waves huge pizza slice on camera."
12:08,"Dimarco tackles hard, Inter regain possession."
12:09,"Minute 12:09. Crowd whistling every touch."
12:10,"De Bruyne drops deep, orchestrates play."
12:11,"Minute 12:11. Still 0-0."
12:12,"City probing left side, blocked."
12:13,"Minute 12:13. Crowd buzzing."
12:14,"Gundogan switches play, cross intercepted."
12:15,"Minute 12:15. Pep claps aggressively."
12:16,"Corner City again, header cleared."
12:17,"Minute 12:17. Inter survives yet again."
12:18,"Walker dribbles forward, blocked at edge."
12:19,"Minute 12:19. Still tense."
12:20,"12:20 minutes gone. Crowd wild."
12:21,"Haaland tries long shot, blocked."
12:22,"Minute 12:22. Pep frustrated."
12:23,"City retain ball, pass sideways."
12:24,"Minute 12:24. Still 0-0."
12:25,"Inter counter attempt fizzles."
12:26,"Minute 12:26. Fans chanting nonstop."
12:27,"Ederson collects loose ball calmly."
12:28,"Minute 12:28. Pep gesturing wildly."
12:29,"De Bruyne tries cross, blocked instantly."
12:30,"12:30 minutes gone. Tactical war continues."
12:31,"Gundogan moves ball forward, pressed immediately."
12:32,"Minute 12:32. Crowd roaring every touch."
12:33,"Rodri tries long pass, intercepted."
12:34,"Minute 12:34. Still 0-0."
12:35,"City corner incoming, crowd on feet."
12:36,"Ball swung in, cleared by Inter."
12:37,"Minute 12:37. Fans scream at defense."
12:38,"Walker collects rebound, passes wide."
12:39,"Minute 12:39. Pep furious again."
12:40,"13:00 minutes gone. Still 0-0."
13:01,"Haaland makes diagonal run, offside flag."
13:02,"Minute 13:02. Crowd groans."
13:03,"City recycle possession, calm patience."
13:04,"Minute 13:04. Pep clapping repeatedly."
13:05,"De Bruyne picks loose ball, shoots blocked."
13:06,"Minute 13:06. Fans still buzzing."
13:07,"Inter back possession through midfield."
13:08,"Minute 13:08. Crowd whistling every touch."
13:09,"Dimarco drives forward, pass blocked."
13:10,"Minute 13:10. Still 0-0."
13:11,"City regain ball, Pep shouting at midfielders."
13:12,"Minute 13:12. Crowd cheering intensity."
13:13,"Walker tries cross, blocked."
13:14,"Minute 13:14. Tactical chess continues."
13:15,"Corner City, ball whipped in, cleared."
